Movie_name,Rating,Votes,Duration,genre
Chateau,4.0, (296),1h 23m,horror
Old Wounds,7.4, (17),1h 49m,horror
Lord of Wolves,2.8, (144),1h 27m,horror
Camp Blood: Clown Shark,3.2, (94),1h 10m,horror
The Naughty List of Mr. Scrooge,4.5, (216),1h 30m,horror
The Box,3.5, (80),1h 19m,horror
Mr. Sandman,6.3, (32),47m,horror
Staycation,6.9, (111),1h 34m,horror
Traumatika,5.8, (62),1h 27m,horror
Dagr,4.2, (2.8K),1h 17m,horror
Amp House Massacre,3.8, (193),1h 20m,horror
The A-Frame,7.0, (39),1h 22m,horror
Bring on the Damned!,8.3, (10),1h 54m,horror
Deadbolt,4.6, (333),1h 23m,horror
Territory,4.7, (92),1h 33m,horror
Anatema,4.2, (224),1h 31m,horror
Aiden,2.5, (135),1h 14m,horror
The Night of the Harvest,4.5, (497),2h 6m,horror
Jeonde Raho Bhoot Ji,5.2, (142),1h 52m,horror
Amityville Turkey Day,3.1, (362),1h 34m,horror
"Spider Baby, or The Maddest Story Ever Told",4.9, (104),1h 12m,horror
Silent Bite,3.7, (519),1h 30m,horror
Killington,2.8, (188),1h 27m,horror
Members Club,4.6, (182),1h 30m,horror
American Terror Tales 3,2.5, (51),58m,horror
A Cold Grave,3.5, (277),1h 15m,horror
Cruel Summer III: Pray for Fall,4.6, (17),1h 49m,horror
"The Haunted, the Possessed and the Damned",2.7, (63),1h 51m,horror
Night Silence,5.6, (291),1h 52m,horror
Paku Tanah Jawa,4.2, (121),1h 40m,horror
Easter Bloody Easter,3.3, (315),1h 43m,horror
Stream,4.1, (47),1h 25m,horror
Curtains for Christmas,5.4, (67),1h 10m,horror
The Bitter Taste,7.5, (39),2h 5m,horror
Sun,8.4, (30),1h 15m,horror
Ronggeng Kematian,5.4, (158),1h 38m,horror
9 Windows,3.6, (327),1h 22m,horror
Bloody Trip: The Equinox Killer,4.9, (82),1h 20m,horror
Flesh of the Unforgiven,9.1, (44),1h 28m,horror
Huggin Molly,6.0, (86),54m,horror
Carnage for Christmas,4.5, (350),1h 9m,horror
Feet of Death,3.9, (235),1h 46m,horror
Stereoscope,4.1, (124),1h 31m,horror
Devil,4.5, (1.6K),1h 58m,horror
Final Girl: Halloween,4.7, (110),1h 25m,horror
Death After Dusk,5.6, (92),2h 20m,horror
STEVE (A Minecraft Movie),6.9, (13),1h 1m,horror
The Candy Store,4.0, (89),1h 26m,horror
Bloody Bridget,7.0, (54),1h 21m,horror
Inverted,4.1, (56),1h 28m,horror
Liu mang qu mo shi,5.7, (55),1h 44m,horror
Pesadilla,6.5, (49),1h 52m,horror
Lampir,5.6, (196),1h 37m,horror
Shark Exorcist 2: Unholy Waters,1.7, (152),1h 14m,horror
Fright,6.3, (75),1h 21m,horror
Behave,3.2, (181),1h 28m,horror
Purgatory Station,3.2, (59),1h 49m,horror
Night Shoot,5.6, (89),1h 38m,horror
Slaughterhouse on the Hill,2.6, (132),1h 12m,horror
Project Dorothy,3.9, (3.2K),1h 20m,horror
The Omicron Killer,2.9, (599),1h 38m,horror
Agapouse ta louloudia perissotero,5.3, (188),1h 26m,horror
Graveyard Shark,3.3, (239),1h 37m,horror
Coven of the Black Cube,7.1, (27),1h 37m,horror
Take Good Care,5.7, (7),1h 41m,horror
Kukushka,7.3, (12),1h 33m,horror
The Gatekeeper,5.5, (20),1h 37m,horror
Obayifo Project,5.1, (367),1h 11m,horror
Migraine,8.2, (25),1h 5m,horror
This Never Happened,4.7, (388),1h 30m,horror
Anoko wa Daare?,5.6, (76),2h 5m,horror
Dinner with Leatherface,7.5, (38),1h 46m,horror
Death Ph.D,2.0, (141),1h 47m,horror
Huntress,3.0, (87),1h 17m,horror
Vexanthrone,5.5, (23),1h 5m,horror
In the Name of God,5.1, (170),1h 29m,horror
Lost Angels,5.8, (45),1h 36m,horror
The Last Nightmare Part One,5.9, (79),50m,horror
Hunters on a White Field,4.9, (464),1h 40m,horror
Mulm,5.9, (71),1h 38m,horror
Forgive Me Father,3.5, (124),1h 17m,horror
Pee Nak 4,4.8, (412),1h 55m,horror
Hu Die Da Shia,4.6, (51),1h 42m,horror
Blood Dried Hands,6.2, (167),1h 55m,horror
Camp Terror,4.4, (40),1h 50m,horror
My Zombabe,5.0, (94),1h 45m,horror
Pasahero,6.1, (27),2h,horror
The Alien Report,4.6, (155),1h 21m,horror
The Bench,3.8, (188),1h 15m,horror
Tenement,4.6, (130),1h 28m,horror
The Vord,3.4, (73),1h 41m,horror
HMM Hug Me More,7.8, (1.1K),1h 42m,horror
Spirit Whisker: The Revenant,5.4, (59),1h 49m,horror
4:44 : Time of Fear,5.3, (21),44m,horror
Neon Fear,5.7, (600),40m,horror
Trizombie,7.3, (63),1h 22m,horror
Red Night at Skye's,7.1, (12),1h 22m,horror
Sapien,2.4, (79),1h 44m,horror
Bloody Mary,3.8, (7),1h 12m,horror
Itch!,6.8, (6),1h 22m,horror
Gone with the Dead,4.1, (53),1h 36m,horror
Vincent,7.2, (80),1h 32m,horror
Scream 2,5.7, (9),31m,horror
Visher,4.2, (389),1h 5m,horror
Chithini,5.9, (553),2h 31m,horror
The Girl in the Trunk,3.4, (350),1h 30m,horror
Pagpag 24/7,4.3, (64),2h 10m,horror
A Game in the Woods,7.4, (27),1h 20m,horror
Demo_n,5.1, (42),1h 10m,horror
Mister Sleep,3.5, (181),1h 34m,horror
The Mitchin Murders,5.2, (86),1h 18m,horror
Rambut Kafan,4.5, (100),1h 38m,horror
Mother Maker Lover Taker,5.8, (43),1h 39m,horror
Claws,5.8, (8),1h 36m,horror
Advent,4.3, (32),1h 17m,horror
Black Spines,6.9, (24),1h 40m,horror
Arctic Hollow,2.3, (184),1h 10m,horror
Devil Hunters,8.7, (129),2h,horror
Dinosaur Hotel 3,2.7, (165),1h 14m,horror
Tóxico,7.1, (17),1h 28m,horror
Wishes of the Blue Girl,4.3, (378),1h 13m,horror
Don Dukun,7.1, (60),1h 38m,horror
A Very Flattened Christmas,6.1, (37),1h 35m,horror
Easter Evil,1.5, (152),1h 12m,horror
The Clock,3.6, (43),1h 20m,horror
Welcome Week: A College Horror Anthology,4.0, (125),1h 38m,horror
I Heard You Buy Souls,2.8, (50),1h 28m,horror
The Night Curse of Reatrei,4.5, (119),1h 35m,horror
.ask,6.8, (79),1h 29m,horror
Las Tias,4.8, (267),1h 27m,horror
The Hunter's Anthology: The Demon Hunter,4.8, (102),2h 6m,horror
The Despaired,6.8, (35),2h 10m,horror
Shadows Side,2.0, (138),1h 30m,horror
Deadly Culture: Species X,3.0, (61),1h 11m,horror
Isleen Pines,5.5, (735),1h 24m,horror
Operation Laila,5.5, (56),2h 3m,horror
Jason in Indianapolis: A Friday the 13th Tribute,7.2, (22),2h,horror
The Sisters,4.6, (160),2h 2m,horror
Jimmy,4.1, (212),1h 25m,horror
Gentleman Caller,8.5, (9),1h 43m,horror
Rerouting,4.2, (169),1h 26m,horror
Deviant,5.0, (47),1h 20m,horror
The Cursed,4.1, (120),1h 37m,horror
Bernadette will töten,8.4, (23),1h 33m,horror
Bhairadevi,8.6, (52),2h 14m,horror
Killer Hand Dryer,7.8, (10),1h 58m,horror
Delicate Arch,5.3, (51),1h 25m,horror
Sala Escura,6.3, (7),1h 35m,horror
Apex Predators 2: The Spawning,2.9, (27),1h 10m,horror
Swoon,5.9, (21),1h 23m,horror
200KG Vampire,4.0, (62),1h 33m,horror
"Silent Night, Bloody Night 3: Descent",3.3, (205),1h 40m,horror
Retratos del Apocalipsis,8.2, (19),1h 15m,horror
The Girl Who Cried Her Eyes Out,3.9, (772),1h 34m,horror
A Haunting in Council House,4.9, (57),1h 34m,horror
The Summer We Died,5.0, (437),1h 13m,horror
Night Talkers,4.1, (102),1h 29m,horror
Voidcaller,6.7, (42),1h 25m,horror
Morena,5.4, (125),1h 46m,horror
The Apocalypse Box,3.3, (247),1h 26m,horror
Catch a Killer,5.8, (14),1h 22m,horror
Etheria Film Night 2024,7.2, (12),1h 52m,horror
Wind and Bone,5.8, (17),1h 33m,horror
In Tenebras: Into the Darkness,2.7, (178),1h 30m,horror
Malee,3.5, (14),1h 25m,horror
Sharkers,4.1, (170),1h 28m,horror
A Hell of a Difference,4.7, (49),1h 20m,horror
Jinn Chapter 1,7.8, (67),46m,horror
The Evil Three,6.5, (1K),30m,horror
Insane Like Me?,4.5, (56),1h 26m,horror
105 Minutes,4.1, (2.3K),2h,horror
Para Betina Pengikut Iblis: Part 2,4.0, (126),1h 30m,horror
The Vampire and the Vigilante,3.6, (54),1h 15m,horror
Byte,3.4, (160),1h 37m,horror
Don't Look Back... I Know Your Origins,3.6, (113),1h 44m,horror
The Exorcism of Saint Patrick,3.6, (175),1h 30m,horror
Himalaya,3.1, (403),1h 25m,horror
Porcelain,3.9, (114),1h 28m,horror
The Caller,6.8, (13),1h 20m,horror
Haunted by Her Name,2.7, (94),1h 30m,horror
Art of a Hit,4.2, (220),1h 33m,horror
Ga la,4.2, (28),1h 37m,horror
Roxana,4.0, (69),1h 38m,horror
Winemaker,5.4, (36),59m,horror
Devil's Horns,4.6, (127),1h 21m,horror
The Gesuidouz,6.6, (87),1h 33m,horror
The Haunted Studio,3.6, (194),1h 30m,horror
Blood and Black,7.1, (1.1K),1h 28m,horror
Thookudurai,4.2, (2.3K),2h 5m,horror
Bangsal Isolasi,4.7, (174),1h 16m,horror
Echoes of Crystal Lake: A Friday the 13th Story,8.4, (16),3m,horror
The Town Without Halloween,5.5, (87),1h 28m,horror
Amityville Backrooms,4.5, (32),1h 12m,horror
Passages of Nexus,5.2, (312),1h 48m,horror
Amityville Bigfoot,3.0, (151),1h 28m,horror
Custom,6.7, (44),1h 16m,horror
Mueng non mueng tai,2.2, (13),1h 39m,horror
Bed of Nails,5.0, (27),1h 44m,horror
Witches' Well,2.6, (80),1h,horror
Anxiety,7.8, (8),1h 37m,horror
Retreat,7.9, (21),1h 33m,horror
Bored Games,3.5, (119),1h 16m,horror
Idiot Girls and School Ghost: School Anniversary,7.0, (65),1h 30m,horror
10/31 Part 4,5.5, (18),1h 27m,horror
Death Bitch,7.3, (22),1h 28m,horror
Akkada Varu Ikkada Unnaru,9.1, (1K),1h 43m,horror
Big Cats,3.1, (146),1h 33m,horror
Ripper Revealed,3.8, (193),1h 10m,horror
Salt Along the Tongue,7.7, (10),1h 53m,horror
Blood and Breakfast,5.7, (30),1h 24m,horror
Ame no naka no yokujô,5.9, (88),2h 12m,horror
Trolled,4.1, (25),1h 20m,horror
Dosa Musyrik,6.6, (16),1h 32m,horror
The Geechee Witch: A Boo Hag Story,7.2, (15),1h 28m,horror
Followers,3.6, (258),1h 14m,horror
The McKinney Family Home Videos,5.1, (35),1h 8m,horror
Bad Ben 13: The Dracula Situation,3.5, (12),1h 39m,horror
I Saw Black Clouds,3.9, (36),1h 19m,horror
The Last Ritual,7.7, (9),1h 40m,horror
Agrinai,7.9, (67),1h 33m,horror
The Beast Hand,3.8, (9),1h 17m,horror
Pulp Modern: Die Laughing,8.2, (96),1h 23m,horror
Nosferatu: A Symphony of Horror - Audio Score by idiedtrying.,7.5, (10),1h 34m,horror
Videotheque,5.3, (106),1h 52m,horror
El tema del verano,7.7, (20),1h 31m,horror
Nûfer,2.8, (16),1h 38m,horror
Severance Mountain,5.3, (17),1h 14m,horror
Cold Blooded,4.2, (17),1h 18m,horror
In the Room Where He Waits,5.0, (83),1h 23m,horror
Re:Human,5.7, (39),1h 48m,horror
The Convent,4.0, (21),1h 20m,horror
Conexão com o Mal,9.0, (10),2h 13m,horror
Cholo Zombies,4.5, (107),1h 36m,horror
Guys at Parties Like It,3.9, (174),1h 19m,horror
Dead Body,3.7, (41),2h 15m,horror
Cursed in Baja,6.3, (29),1h 20m,horror
Asgaar,9.3, (41),2h 18m,horror
The E-Ghost,6.8, (14),1h 50m,horror
Happy Halloween,5.9, (21),1h 36m,horror
Quadrant: Noir Version,6.9, (12),1h 13m,horror
Tu Sangre,4.3, (105),1h 21m,horror
Wolves Against the World,3.5, (65),1h 28m,horror
The House on Mansfield Street II: Evil Next Door,5.0, (93),1h 20m,horror
P2,3.8, (9),1h 45m,horror
Historias de Halloween,6.6, (26),1h 20m,horror
Horror Unmasked,3.4, (20),Not Rated,horror
There Is a Monster,3.7, (174),1h 22m,horror
Dabba,5.0, (22),1h 15m,horror
Blood Magick,9.1, (12),1h 39m,horror
Death,6.1, (16),1h 17m,horror
Unknown Caller,6.9, (30),1h 3m,horror
Jeffrey's Hell,4.8, (96),1h 20m,horror
How to Make a Werewolf,5.7, (145),16+,horror
O Clube das Mulheres de Negócios,4.7, (111),1h 35m,horror
Wrong Places,2.1, (64),1h 33m,horror
Lizzie Lazarus,4.3, (109),1h 31m,horror
"Rapunzel, El Perro y El Brujo",7.6, (22),1h 49m,horror
Waruga: Kutukan Ilmu Hitam,6.5, (31),1h 25m,horror
Toxic Daughter,5.4, (50),1h 45m,horror
Once Upon a Time in Amityville,3.7, (53),1h 13m,horror
Daemon Mind,4.7, (34),1h 41m,horror
The John Perkins Tapes,4.2, (14),1h 17m,horror
Tragic Waste,7.9, (96),1h 17m,horror
Don't Break the Rules,2.7, (55),1h 37m,horror
Teddiscare,2.1, (174),1h 22m,horror
Listen Carefully,3.3, (148),1h 21m,horror
DreadClub: Vampire's Verdict,4.8, (63),1h 28m,horror
Lipstick on the Glass,4.1, (13),1h 56m,horror
Firework,6.1, (13),1h,horror
Screamwalkers,3.8, (55),1h 2m,horror
The Spirit Hunter,4.2, (27),1h 42m,horror
C202,4.9, (2.2K),2h 15m,horror
Island of the Dolls 2,3.0, (158),1h 23m,horror
Earworm,2.4, (218),1h 41m,horror
Alem-i Cin 5: Azap,4.1, (14),1h 16m,horror
Dwiju,4.7, (16),1h 25m,horror
Portraits,4.8, (47),1h 22m,horror
Apokrif,8.7, (22),1h 4m,horror
All We Wanted,3.5, (72),1h 43m,horror
The World Drops Dead,8.4, (7),1h 11m,horror
Strangers,7.4, (8),1h 39m,horror
Zim Zim Ala Kazim,3.6, (114),1h 40m,horror
Terrornet,3.7, (94),1h 28m,horror
The Seven Darks,4.2, (123),1h 3m,horror
The Tormented,5.0, (17),1h 25m,horror
Sinakagon,6.9, (33),1h 55m,horror
Dr. Jason II - Lights & Shadows,4.9, (331),1h 2m,horror
Death Web,5.5, (84),1h 4m,horror
Oh My Ghost: The Finale,7.0, (37),1h 52m,horror
Chuzalongo,6.8, (6),1h 35m,horror
Killer Campout Part II,5.6, (29),1h 33m,horror
The Frontrooms,3.4, (41),1h 14m,horror
Dark Chronicles,4.1, (8),1h 15m,horror
Indera,6.0, (14),1h 44m,horror
Do You See Me?,4.1, (7),1h 28m,horror
Watch Them Come Blood,8.0, (7),1h 22m,horror
Jama,6.0, (18),1h 11m,horror
The Monsters Under Our Bed,5.8, (12),2h 7m,horror
Hunter of the Night,5.4, (59),1h 30m,horror
Aranam,7.5, (403),2h 7m,horror
Bungalow Section 12,2.4, (61),1h 28m,horror
The Lonely Man with the Ghost Machine,3.0, (160),1h 30m,horror
In the Belly of a Tiger,7.5, (104),1h 31m,horror
Koston enkeli,4.1, (36),1h 36m,horror
Big Bad CGI Monsters,4.4, (39),1h,horror
Finger Licking,4.8, (17),1h 29m,horror
Dead Boys Club,6.3, (26),1h 45m,horror
Bedtime Stories: Tales of Love and Hate,7.7, (15),1h 5m,horror
Danyang Mahar Tukar Nyawa,5.9, (10),1h 50m,horror
Hell Squad 2: Fresh Meat,9.3, (21),1h 35m,horror
A Gong,7.3, (9),1h 47m,horror
Blackest Darkness,5.5, (75),1h 16m,horror
Noclip,3.6, (40),1h 1m,horror
La damnée,4.3, (111),1h 20m,horror
Campfire Dead by Dawn,3.0, (65),1h 27m,horror
Disremembered,4.8, (139),1h 44m,horror
Oru Kadha Sollattaa Sir,6.1, (41),2h 10m,horror
Maya,7.0, (9),1h 49m,horror
Quiet,5.0, (8),1h 11m,horror
Bantay-bahay,5.1, (15),1h 26m,horror
Elf in the Hood,4.5, (21),1h 16m,horror
Watch If You Dare To,3.6, (11),1h 5m,horror
Mystery Writers,5.2, (73),1h 30m,horror
Bijt,5.8, (54),1h 45m,horror
Murderfest,3.1, (231),1h 22m,horror
Head Like a Hole,7.7, (12),1h 33m,horror
Halloween: Mal Eterno,8.2, (231),50m,horror
Problematic Intentions,4.6, (15),1h 30m,horror
Horror-Scopes: Volume Two,8.5, (19),1h 28m,horror
Hellvira's Haunted Asylum of Horror,5.6, (36),1h 58m,horror
Undying,6.5, (15),26m,horror
Night Games,5.6, (290),1h 39m,horror
Inherit the Witch,3.3, (55),1h 25m,horror
II,8.6, (30),21m,horror
Granny Krampus,2.6, (126),1h 21m,horror
Terror Zone,3.3, (10),1h 28m,horror
Trillberry Murders,5.6, (13),1h 54m,horror
The Whisper in the Woods,5.4, (40),1h 11m,horror
Basileia,4.2, (59),1h 36m,horror
Welcome to Kittytown,7.7, (8),1h 28m,horror
Colour Palette,9.4, (52),1h 27m,horror
Secret Shadow,7.4, (18),1h 22m,horror
Tahoe Joe 2: The Sierra Nevada Bigfoot Conspiracy,4.3, (255),1h 14m,horror
Alone,7.8, (15),1h 28m,horror
Park,6.9, (381),1h 57m,horror
Video Vision,5.8, (20),1h 18m,horror
Don't Open the Box,7.0, (9),45m,horror
Keo=peul-ji-ok,5.6, (8),1h 34m,horror
Slave Dolls 2: Red Rooms,2.0, (6),17m,horror
Hüddam 4: Ahmer,4.6, (40),1h 26m,horror
Scarytales and Deadtime Stories,5.0, (12),1h 7m,horror
Jurassic Exorcist,4.3, (24),1h 16m,horror
Talahib,5.5, (20),1h 23m,horror
Akh,5.2, (111),2h 17m,horror
La Chancla Del Diablo,4.7, (12),1h 30m,horror
Misteri Bilik Korek Api,6.3, (8),1h 13m,horror
This Man,5.1, (23),1h 29m,horror
Abduction Chronicles,8.6, (37),2h 6m,horror
Murdaritaville,3.4, (118),1h 2m,horror
Scream: The Fan Favorite,8.1, (19),49m,horror
Alien Legacy: Terror on Luxor Ridge,5.8, (21),2h 7m,horror
Domovoy,4.3, (297),1h 42m,horror
Nowhere Land,3.4, (13),1h 24m,horror
Monkey's Magic Merry Go Round,7.3, (10),1h 31m,horror
MAKKA: Cinn-i Azap,4.3, (13),1h 15m,horror
The Haunting of Lanquetot,3.7, (10),1h 36m,horror
Anak Perjanjian Syaitan 2,6.4, (34),1h 29m,horror
Day of the Clones,3.8, (62),1h 38m,horror
Fierce Killer Marsupial,2.3, (49),1h 26m,horror
FPS,4.2, (18),1h,horror
The Unrighteous,4.8, (32),1h 27m,horror
Halloween: The Hunt of Michael Myers,8.5, (14),1h 21m,horror
A Maldição de Romanova,4.4, (17),1h 20m,horror
A Coffin of Stars,5.2, (6),1h 40m,horror
Soul Traveler (The Feature),4.2, (23),1h 36m,horror
Behold the Claw,5.6, (17),1h 15m,horror
San Geng Ke Zhan,6.1, (13),1h 28m,horror
Demon Stalker,2.2, (7),1h 37m,horror
Spending Some Time Together,6.9, (29),2h 26m,horror
Dead Talk Tales: Volume I,6.6, (27),1h 38m,horror
A yard of jackals,7.2, (42),1h 48m,horror
Neath's Love Story 3,6.2, (12),1h 40m,horror
Grayson's Encounter,7.3, (22),1h 10m,horror
Family Comes First,8.2, (6),1h 5m,horror
Hannas 2,3.0, (46),1h 19m,horror
New Folder,4.7, (26),1h 12m,horror
Saka Perawan,5.0, (56),1h 31m,horror
After Link,7.5, (20),14m,horror
First Person Savior,4.9, (12),1h 21m,horror
O Procedimento,8.3, (50),12m,horror
Ananya,8.8, (887),2h 16m,horror
Bloodspawn,6.6, (14),1h 16m,horror
Lachrymose Primrose,6.3, (41),1h 37m,horror
Bisikan Setan,6.7, (11),1h 28m,horror
Iron Nest of the Moon,7.6, (13),1h 10m,horror
The Unsolved Love Hotel Murder Case Incident,7.4, (6),1h 10m,horror
I Curse This Land,4.0, (89),1h 26m,horror
Petualangan Anak Penangkap Hantu,5.7, (28),1h 39m,horror
Clawface,8.6, (14),1h 38m,horror
The Dark Mother Special+20mn,7.6, (21),2h,horror
Abnormal: Buas,5.7, (28),1h 30m,horror
Shadows,6.8, (21),1h 15m,horror
K. The Butcher Shitter,3.5, (24),1h 10m,horror
The Damnation,7.0, (20),1h 22m,horror
El Kafirun,6.8, (19),1h 10m,horror
La Hierba del Diablo,3.8, (51),1h 20m,horror
Dreams of flesh,6.2, (11),1h,horror
Influenza,4.3, (33),1h 38m,horror
Time of the Witch,6.6, (15),1h 31m,horror
Shi Ren Yu,2.5, (9),1h 11m,horror
Black Theta,7.4, (11),1h 49m,horror
Slenderverse: Building the Slenderman,7.0, (8),1h 55m,horror
The Wildman Massacre,8.6, (37),1h 30m,horror
Nenu Keerthana,8.9, (2.1K),2h 35m,horror
Dead Fun,9.0, (12),1h 1m,horror
Blodsuger,6.7, (9),1h 34m,horror
Where the Mountain Women Sing,5.9, (9),15m,horror
Bridge,3.7, (13),1h 18m,horror
Forbidden Tapes - Anthology of Terror,5.4, (8),1h 1m,horror
Adze the African Vampire,3.4, (61),1h 21m,horror
Unwelcome Home,8.0, (8),1h 15m,horror
Choke,7.5, (21),1h 38m,horror
Dead Name,9.0, (11),1h 24m,horror
Condemned,8.8, (11),1h 12m,horror
Darkness Hunting,4.9, (9),1h 12m,horror
Baridegi: The abandoned Girl,3.4, (18),1h 47m,horror
Horrorathon Volume 3,5.5, (12),1h 33m,horror
A Most Atrocious Thing,3.8, (261),1h 15m,horror
Sobe: Sakalli Bebek,5.0, (17),1h 26m,horror
Midnight Perturbation,8.6, (12),1h 21m,horror
Shoroter Joba,4.4, (23),2h 3m,horror
Requiem: Three Tales of Horror,3.7, (37),55m,horror
Mesken (Messuage),7.4, (45),1h 42m,horror
Stab 4: Knife of Doom,5.4, (14),1h 38m,horror
Zir-i Cin 3: Cin Dügümü,3.9, (22),1h 26m,horror
Brain Tumor,3.8, (51),1h 16m,horror
Body & Soul,3.1, (43),1h 15m,horror
Siapa Buka Lampu?,7.4, (6),1h 32m,horror
The Hellper,6.2, (24),1h 30m,horror
Just Another Horror Movie,5.5, (9),31m,horror
Fara suflet,6.5, (8),1h 35m,horror
Abaasylaakh Khaus,7.2, (7),1h 10m,horror
Malam Keramat,6.0, (33),1h 30m,horror
Stalked by Shadows,3.6, (10),1h,horror
Hantu Polong,2.8, (12),1h 30m,horror
Amityville Webcam,3.6, (16),1h 42m,horror
The Last Five Days: The Freak Building,3.7, (60),1h 1m,horror
Dead-End,8.2, (6),46m,horror
Obscura,6.3, (9),1h 29m,horror
Tragic,8.9, (20),1h 36m,horror
Kabandha,9.2, (30),2h 4m,horror
The Director's Cut,4.2, (15),1h 22m,horror
Live Different,2.7, (10),48m,horror
Kurban: Budak Iblis,4.3, (15),1h 27m,horror
Mihrez 3: Cin Bebek,2.8, (17),1h 18m,horror
A Melty Kiss Lost in the Abyss - Un Dolce Bacio Perduto nell'Abisso -,8.7, (7),1h 31m,horror
Cin Köyü,1.0, (16),1h 15m,horror
Jyukinshi,3.0, (10),1h 43m,horror
El Juego 2: La Maldición del Bosque,5.9, (32),1h 37m,horror
Der Dritte Gast,3.3, (42),1h 13m,horror
Biswas Villa-An Unfinished Story,8.6, (21),54m,horror
Velhan,6.4, (18),1h 17m,horror
Demons vs. Ghosts,7.7, (7),1h 32m,horror
The Clot,2.8, (27),1h 19m,horror
Evil in Me,4.0, (6),1h 15m,horror
La cárcel Maldita,5.4, (5),1h 27m,horror
The Awkward Stage,5.8, (14),1h 9m,horror
Tales of the Forgotten,5.8, (9),2h 50m,horror
Cruel: The Cross Village Encounter,4.5, (46),57m,horror
Busted Babies,7.7, (14),1h 27m,horror
Town Mall 2,6.9, (16),1h 26m,horror
Mashaarojinn,9.0, (20),1h 39m,horror
New Tokyo Poltergeist,5.0, (9),1h 28m,horror
30 to 45,5.6, (11),1h 58m,horror
Wonderland,6.8, (13),2h,horror
The Elite of Devils,3.6, (44),1h 48m,horror
Histórias Estranhas 2,7.6, (7),1h 22m,horror
My Cannibal Crush,6.3, (12),50m,horror
Verified,5.1, (9),1h 37m,horror
SMB-plush presents trick or death,8.0, (17),2h,horror
Átropos,5.5, (24),1h 33m,horror
Laberinto de sombras,6.7, (8),1h 50m,horror
The Haunting in Rosemary Lane,3.5, (29),59m,horror
Amir,5.4, (20),1h 10m,horror
Cheongsam Merah Darah,5.7, (11),1h 30m,horror
Janus,4.8, (10),1h 12m,horror
La sombra del tiburón,6.2, (17),1h 29m,horror
Killer Reel,5.2, (9),1h 13m,horror
La Hacienda - El Regreso de los Malditos,7.6, (15),1h 10m,horror
On the Trail of Bigfoot: The Ancients,6.2, (7),2h 20m,horror
Tan-Ti-Ana,6.0, (26),1h 35m,horror
Horror Able,6.5, (24),1h 18m,horror
The Burned Hand,8.0, (12),1h 25m,horror
Peccatum,1.9, (23),1h 8m,horror
Prima del giorno dopo,7.8, (75),1h 45m,horror
Cieco sordo muto,7.1, (9),1h 25m,horror
The Smell of Blood,2.3, (17),1h 15m,horror
Krapiva: Tsvetok smerti,6.1, (56),1h 21m,horror
Un día cualquiera,5.7, (15),1h 30m,horror
Kísértés az erdö mélyén,2.8, (76),1h 18m,horror
The Vent,8.9, (15),3m,horror
Rahha,2.7, (13),2h 15m,horror
Ahbar,3.0, (15),1h 20m,horror
Kanbalhi,9.0, (6),1h 55m,horror
Boney Island Reality Show,4.2, (23),1h 27m,horror
Once Passed On,6.6, (7),1h 31m,horror
Protanopia,7.3, (13),1h 15m,horror
Project Mutationem: The Second Collection,8.1, (7),1h 43m,horror
Harruk,4.5, (22),1h 10m,horror
Ciudad Oculta,4.5, (13),1h 36m,horror
Cintihar,2.6, (10),1h 17m,horror
