Movie_name,Rating,Votes,Duration,genre
Rode College,6.5, (438),2h 48m,action
Anchakkallakokkan,6.6, (1K),2h 6m,action
Lie Zhan,6.5, (84),1h 33m,action
The Bodyguard,6.6, (37),1h 27m,action
Customs Frontline,5.5, (542),1h 55m,action
Kali,5.2, (425),1h 36m,action
Midas,4.6, (348),1h 25m,action
Art of Eight Limbs,4.0, (328),1h 41m,action
Virunnu,4.0, (952),2h 5m,action
Samandar,7.7, (143),2h 52m,action
I Heart Robots,4.5, (2.4K),1h 16m,action
Bad Boyz,3.1, (742),2h 30m,action
Rajakili,5.1, (621),2h 2m,action
Chhota Bheem and the Curse of Damyaan,4.8, (2.3K),2h 25m,action
Mani nude,6.6, (59),1h 24m,action
Malayalee from India,5.6, (5.1K),2h 40m,action
Marni: The Story of Wewe Gombel,5.8, (232),1h 59m,action
Game On,5.2, (2.3K),2h 20m,action
Touchdown,6.8, (14),1h 18m,action
The Grey Men,6.4, (75),1h 37m,action
Vixen,5.3, (347),1h 28m,action
Lisabi: The Uprising,5.2, (142),1h 47m,action
Appu,8.1, (189),1h 32m,action
Honeko Akabane's Bodyguards,6.1, (48),1h 57m,action
Stuntman,6.9, (211),1h 54m,action
Nothing Even Matters,5.8, (84),1h 30m,action
Kung Fu Games,3.3, (393),1h 38m,action
Red vs. Blue: Restoration,5.6, (145),1h 25m,action
Ship of the Damned,2.8, (311),1h 28m,action
Malaikottai Vaaliban,6.0, (4.2K),2h 36m,action
Paradise,6.9, (83),1h 23m,action
Tòkunbò,3.9, (300),1h 53m,action
The Day Everything Changed,8.0, (80),1h 37m,action
Mummy Shark,2.0, (196),1h 6m,action
The Charisma Killers,6.0, (666),1h 41m,action
Villain - Life of a Gangster,8.7, (168),2h 21m,action
Serra das Almas,5.4, (50),2h,action
Alpha.,6.9, (276),1h 40m,action
Dragon Ball Z Kai,8.6, (92),1h 22m,action
The Actor,3.4, (738),2h 8m,action
Appudo Ippudo Eppudo,4.7, (237),2h,action
Anunnakiler,2.5, (474),1h 16m,action
Major Grom: The Game,6.1, (1.9K),2h 48m,action
(Pri)sons,5.0, (296),1h 40m,action
Sector 17,5.4, (1.3K),2h 26m,action
The Infallibles,4.8, (786),1h 39m,action
Kill Craft,2.5, (376),1h 39m,action
My Fathers' Daughter,6.5, (84),1h 18m,action
The Miranda Brothers,4.4, (192),1h 39m,action
Mutant,4.3, (118),1h 30m,action
Sabari,6.5, (5.4K),2h 9m,action
The Captives,3.4, (69),1h 13m,action
Ballistic,2.2, (165),1h 35m,action
The Heist,6.9, (2K),2h,action
Zenithal,4.9, (110),1h 20m,action
Mirza: Part 1 - Joker,6.8, (243),2h 45m,action
Big Rage,3.6, (175),1h 55m,action
Clownface 3,9.5, (41),1h 44m,action
Naag Bhoomi,5.7, (9),2h 10m,action
Buying Time,6.5, (506),1h 24m,action
Premalo,7.3, (1.1K),2h 8m,action
Prepare to Die,4.5, (245),1h 33m,action
Reloaded 2,7.5, (1.2K),45m,action
The Epidemic,5.9, (71),1h 35m,action
Sous écrous,5.6, (103),1h 51m,action
UmroAyyar - A New Beginning,7.0, (682),2h 15m,action
My Redneck Neighbor: Chapter 2 - Let the Games Begin,5.7, (11),55m,action
Mission: Chapter 1,5.9, (1.7K),2h 24m,action
Dünya Mali: Eksi Bir,7.2, (18),2h 13m,action
Taklee Genesis x Worlds Collide,5.4, (433),2h 26m,action
The Wild Blade of Strangers,6.2, (118),1h 42m,action
