Movie_name,Rating,Votes,Duration,genre
Octopus with Broken Arms,6.1, (332),1h 49m,crime
Road to Terzetto,7.6, (76),1h 36m,crime
Unspoken,8.2, (47),2h,crime
Blackia 2,5.8, (132),2h 12m,crime
Tòkunbò,3.9, (300),1h 53m,crime
Villain - Life of a Gangster,8.7, (168),2h 21m,crime
The Actor,3.4, (738),2h 8m,crime
(Pri)sons,5.0, (296),1h 40m,crime
Guess Who,4.8, (376),1h 33m,crime
The Infallibles,4.8, (786),1h 39m,crime
The Troll Hunter,8.4, (8),1h 22m,crime
Ballistic,2.2, (165),1h 35m,crime
The Heist,6.9, (2K),2h,crime
The Hostage,5.0, (14),1h 27m,crime
Mirza: Part 1 - Joker,6.8, (243),2h 45m,crime
Pinnil Oral,7.4, (419),2h 7m,crime
Peg O' My Heart,6.2, (172),1h 37m,crime
The Seven Sorrows of Mary,6.7, (38),1h 38m,crime
Taxali Gate,6.7, (163),1h 35m,crime
Prepare to Die,4.5, (245),1h 33m,crime
Reloaded 2,7.5, (1.2K),45m,crime
The Epidemic,5.9, (71),1h 35m,crime
Angry Squad: Civil Servants & Seven Swindlers,7.3, (94),2h,crime
Sous écrous,5.6, (103),1h 51m,crime
Yalakunni,8.6, (170),2h 15m,crime
Plea,6.9, (27),1h 28m,crime
"Hemet, or the Landlady Don't Drink Tea",4.3, (96),1h 29m,crime
The Girl Who Wore Yellow Lace,4.9, (30),1h 22m,crime
The Shakedown,5.0, (311),1h 44m,crime
Scapegoat,5.6, (49),1h 25m,crime
Texas Twister,2.5, (161),1h 28m,crime
The Moon Thieves,6.0, (295),1h 48m,crime
Desperado,6.0, (154),1h 40m,crime
S.I.T,6.6, (2.3K),1h 50m,crime
Cry of Silence,6.0, (82),1h 56m,crime
"Rajagunj: Pooja, Sir",6.4, (793),1h 55m,crime
Hit List,5.5, (316),2h 5m,crime
Hustlers Take All,5.5, (86),1h 46m,crime
Love You to Debt,6.3, (774),2h 15m,crime
Jersey Bred,4.7, (77),1h 32m,crime
Bayamariya Brammai,7.0, (35),1h 28m,crime
Shu Si Yi Bo,6.7, (39),1h 31m,crime
An American Bombing: The Road to April 19th,6.8, (931),1h 47m,crime
Fyre Rises,6.1, (327),1h 50m,crime
Anyone Else But Me,7.0, (156),1h 35m,crime
Supplier Shankara,9.3, (73),2h 43m,crime
Shivam Bhaje,7.9, (3K),2h 1m,crime
Swing Bout,8.5, (193),1h 30m,crime
Estômago II: O Poderoso Chef,5.8, (344),2h 11m,crime
Little Jaffna,6.6, (173),1h 40m,crime
Diddy: Summit to Plummet,2.4, (221),1h,crime
Filthy Animals,6.9, (108),1h 36m,crime
Vares X,3.6, (130),1h 25m,crime
The Donor,9.0, (9),23m,crime
Double or Nothing,8.0, (23),1h 36m,crime
Silvio,3.1, (542),1h 54m,crime
Dead Man,5.1, (216),1h 49m,crime
Illusions for Sale: The Rise and Fall of Generation Zoe,6.2, (665),1h 47m,crime
Dhakshina,5.4, (5.2K),1h 47m,crime
Iravinil Aatam Par,3.3, (154),1h 58m,crime
Rob N Roll,6.1, (1.5K),1h 38m,crime
Bodiless,5.7, (1.1K),1h 30m,crime
Plastic Guns,6.3, (666),1h 35m,crime
State of Silence,6.4, (113),1h 20m,crime
9 Windows,3.6, (327),1h 22m,crime
RapeD,7.1, (29),1h 45m,crime
Who Killed Terrance Brown?,6.2, (11),1h 35m,crime
Heart of the Man,5.8, (12),1h 25m,crime
The Experts,6.2, (307),2h 1m,crime
Yevam,5.8, (1.6K),2h 3m,crime
Young Lion of the West,5.3, (110),1h 33m,crime
Kiyma: Orman Kanunlari,3.9, (43),1h 21m,crime
Among Neighbors,9.7, (51),1h 40m,crime
Miséria,4.2, (107),1h 39m,crime
Take Good Care,5.7, (7),1h 41m,crime
Shadows of Betrayal: Chronicles of Ian Blair,7.5, (14),1h 5m,crime
The Murder of Sandra Rivett,6.3, (149),1h 30m,crime
Pattaya Heat,5.7, (227),1h 57m,crime
Gini Avi Saha Gini Keli 2,8.7, (17),1h 58m,crime
Sentimentaaal,4.9, (991),2h 15m,crime
Kiss of the Con Queen,7.3, (31),1h 57m,crime
Blood Dried Hands,6.2, (167),1h 55m,crime
The Texas Cheerleader Murder Plot,5.0, (306),1h 40m,crime
The Unwavering Brotherhood,5.3, (85),1h 34m,crime
Killerwood,6.6, (68),1h 24m,crime
The Desperate Chase,5.7, (75),1h 50m,crime
Wannabe,4.5, (136),1h 42m,crime
Untouchable,4.5, (91),1h 52m,crime
What Happens in Miami,4.2, (221),1h 30m,crime
Priyo Maloti,6.8, (232),1h 59m,crime
Red Night at Skye's,7.1, (12),1h 22m,crime
Formed Police Unit,4.7, (1.4K),2h,crime
Aaro,4.4, (13),2h,crime
No Cap,5.6, (41),1h 48m,crime
The Worst Man in London,5.7, (151),2h 7m,crime
Chithini,5.9, (553),2h 31m,crime
Dark Deceptions,6.2, (36),1h 22m,crime
RTI,5.9, (26),2h 10m,crime
Con Queens,6.2, (23),1h 20m,crime
Raavsaheb,7.9, (10),2h 18m,crime
Oppa,8.4, (49),1h 24m,crime
Un homme en fuite,5.4, (172),1h 46m,crime
Io e te dobbiamo parlare,4.2, (301),1h 35m,crime
Hovering Blade,6.1, (238),1h 47m,crime
Gde nashi dengi?,5.8, (126),1h 16m,crime
Vivekam,8.2, (309),1h 44m,crime
Bond of Justice: Kizuna Part I - Encounter,5.6, (20),1h 32m,crime
Gold Boy,6.5, (153),2h 9m,crime
Tschugger - Der Lätscht Fall,8.1, (171),2h 27m,crime
Don't Love,7.7, (1.5K),2h 57m,crime
Poslednji strelac,5.4, (266),1h 30m,crime
A Brothers Bond,5.1, (57),1h 43m,crime
Chitram Choodara,4.5, (15),2h 7m,crime
Salvajes,5.5, (61),1h 30m,crime
Maven,8.5, (65),2h 15m,crime
Pathological: The Lies of Joran van der Sloot,6.5, (352),1h 33m,crime
Gam Gam Ganesha,5.3, (316),2h 20m,crime
Rhino Man,8.9, (44),1h 36m,crime
Landkrimi: Steirergift,6.4, (74),1h 30m,crime
Secret Home,8.3, (148),1h 57m,crime
Suspect,4.5, (88),1h 34m,crime
Buenas noches,6.5, (17),1h 31m,crime
Sinful Lies,6.7, (8),1h 5m,crime
Routa,6.5, (34),2h 7m,crime
The Star City Murders,4.1, (148),1h 19m,crime
Thirumbipaar,6.1, (241),1h 41m,crime
Tiger Wolf Rabbit,6.3, (564),2h 6m,crime
El Juego Del Poder,8.0, (11),1h 35m,crime
Døde menn går på ski,5.2, (335),1h 29m,crime
Blood and Black,7.1, (1.1K),1h 28m,crime
One Last Time,7.0, (15),1h 22m,crime
Muroi Shinji: Yaburezaru Mono,6.6, (21),1h 55m,crime
Thankamani,4.6, (234),2h 36m,crime
Nastupit leto,5.5, (55),1h 34m,crime
Passages of Nexus,5.2, (312),1h 48m,crime
Raktaksha,7.9, (1.4K),1h 58m,crime
Cookster: The Darkest Days,8.2, (44),1h 59m,crime
Holiday Hold-Up,5.6, (71),1h 29m,crime
Vojna policajtov,6.5, (347),2h 30m,crime
Dream Team,5.0, (68),1h 31m,crime
Porch Pirates,5.0, (109),1h 47m,crime
Telekinesis,5.8, (63),1h 46m,crime
Overdose,9.0, (55),2h 15m,crime
Niyathi,6.8, (173),1h 53m,crime
Bury Him,6.8, (19),1h 28m,crime
Dickweed,7.1, (39),1h 30m,crime
Blue Christmas,5.8, (21),1h 19m,crime
Chor Dil,7.5, (40),2h 15m,crime
Welcome to the Game,5.9, (68),1h 30m,crime
Rebel,3.2, (66),1h 40m,crime
Historias invisibles,6.4, (29),1h 50m,crime
Murder in a Teacup,6.3, (152),1h 33m,crime
Abudeka Is Back,5.4, (44),2h,crime
Cursed in Baja,6.3, (29),1h 20m,crime
The Stix,7.5, (36),2h 3m,crime
Los Justos,6.4, (74),1h 19m,crime
Bozji gnjev,7.2, (59),1h 51m,crime
Die Bloedhonde,6.4, (11),1h 37m,crime
Searching for Amani,7.8, (36),1h 20m,crime
Unknown Caller,6.9, (30),1h 3m,crime
Brattt,4.7, (68),1h 57m,crime
Paarijathaparvam,6.2, (2.3K),2h 13m,crime
CHAAW: Chapter 3 - Christmas Time Is Here,7.9, (477),1h 12m,crime
Gossip to Die For,5.2, (85),1h 34m,crime
Nelma Kodama: The Queen of Dirty Money,5.5, (205),1h 34m,crime
Three Old Boys,4.8, (99),1h 48m,crime
Bigul,8.8, (56),2h 24m,crime
The Bitter Sugar,6.8, (9),1h 32m,crime
Piano Love,5.8, (15),1h 36m,crime
Orah,7.1, (23),1h 35m,crime
Cafe 404,7.2, (43),1h 33m,crime
Lipstick on the Glass,4.1, (13),1h 56m,crime
Pepe,4.9, (495),2h 6m,crime
Whatever It Takes,8.3, (14),1h 33m,crime
Wieczór kawalerski,4.5, (441),1h 25m,crime
Mukhya Gamanika,8.4, (2.1K),2h 5m,crime
Martingale,5.3, (105),1h 43m,crime
Jaspal,7.2, (32),1h 46m,crime
Kokuhaku Confession,5.6, (159),1h 14m,crime
Above the Trees,6.5, (14),2h 5m,crime
Sangharshana,7.3, (1.6K),1h 42m,crime
Housekeeping,6.0, (41),1h 38m,crime
Hocus Focus,7.9, (20),1h 25m,crime
Ingu Mirugangal Vaazhum Idam,6.2, (14),1h 48m,crime
Sharma & Ambani,9.1, (184),1h 44m,crime
Jama,6.0, (18),1h 11m,crime
