Movie_name,Rating,Votes,Duration,genre
The Sweet Life,5.4, (68),1h 41m,romance
Every You Every Me,6.5, (151),1h 48m,romance
Juliette & Roméo,5.2, (14),50m,romance
Elle & lui & le reste du monde,5.8, (114),1h 25m,romance
Eksie Perfeksie,6.4, (22),1h 43m,romance
Uang Panai' 2 Maha(r)l,7.7, (44),1h 46m,romance
I Hate You,7.9, (2K),1h 57m,romance
Last Defenders of Monogamy,5.3, (405),1h 24m,romance
The Umbrella Fairy,5.7, (62),1h 35m,romance
Dinda,6.6, (44),1h 34m,romance
Teriyaan Meriyaan Hera Pheriyan,6.7, (77),2h 5m,romance
Raju Gari Ammayi Naidu Gari Abbayi,8.1, (3.1K),2h 38m,romance
I Love You 2,8.2, (176),2h 40m,romance
Do I Shock U Like Lightning,8.5, (27),1h 37m,romance
¿Vienes o Voy?,6.7, (19),1h 34m,romance
The Choice,9.5, (8),40m,romance
PAPmusic - Animation for Fashion,1.0, (172),1h 25m,romance
Vaagai,7.9, (176),1h 59m,romance
Neath's Love Story,7.7, (53),1h 46m,romance
La piel en primavera,6.9, (51),1h 40m,romance
